BLUE PLAQUE DATABASE - NOKIA MAPS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Version #  >>,,22,   Please update the version number everytime an updated doc is sent to PaperSeven,,,,,,,,,,,,,,
Shared plaque,,,,,,,,,,,,,,,,,
Example Dataset,,,,,,,,,,,,,,,,,
Number,Plaque Subject Title,Plaque Subject Forenames,Plaque Subject Surname,Plaque Subject Birth/Death,Plaque Address Line 1,Plaque Address Line 2,Plaque GPS Reference,Plaque GPS Reference,Plaque Category 1,Plaque Category 2,Plaque Information 1,Plaque information 2,Plaque Info,Plaque More Info,,,
7,,John Logie,Baird,1888-1946,22 Frith Street,Soho,51.5145,-0.132377,Science & Engineering,,Pioneer,Inventor,In 1926 in this house John Logie Baird 1888-1946 first demonstrated television.,http://en.wikipedia.org/wiki/John_Logie_Baird,"John Logie Baird (1888-1946) was a Scottish engineer who is most famous for first demonstrating a working television. The plaque on Frith Street commemorates this momentous achievement. Baird show ingenuity from an early age, rigging a telephone exchange from his bedroom to communicate with friends from across the street. It was in the early 1920s that Baird made his major breakthrough with transmitting moving images, and on the top floor of the Frith Street house, first demonstrated transmission to members of the Royal Institution and a reporter from the Times newspaper. Baird later went on to make contributions to colour television and even 3D. ",,
8,,Anna,Freud,1895-1982,20 Maresfield Gardens,Hampstead,51.5483,-0.177694,Science & Engineering,,Pioneer,Psychoanalyst,Anna Freud (1895-1982) Pioneer of Child Psychoanalysis lived here 1938-1982,http://en.wikipedia.org/wiki/Anna_Freud,"Anna Freud (1895–1982) was the sixth and last child of Sigmund and Martha Freud. Born in Vienna, she followed the path of her father and contributed to the newly born field of psychoanalysis. Alongside Melanie Klein, she may be considered the founder of psychoanalytic child psychology. Anna moved to Hampstead after fleeing Austria and the harassment of Jews by the Nazis in 1938. Much of her important work with children occurred during and immediately after the Second World War, observing the effects of stress and lack of parental care on children. ",,
9,,Richard,Burton,1925-1984,6 Lyndhurst Road,Hampstead,51.552439,-0.173083,Arts,,Actor,,Richard Burton (1925-1984) Actor lived here 1949-1956,http://en.wikipedia.org/wiki/Richard_Burton,"Richard Burton (1925-1984) was a Welsh actor who appeared in over seventy films, and was nominated for seven Academy Awards. Burton is perhaps best known for his relationship, and two marriages, to Elizabeth Taylor, who first appeared with him in ""Cleopatra"" in 1964. Burton lived in this house while appearing in several British films and stage productions, having served for the RAF in the Second World War, and in 1952 successfully made the transition to Hollywood star in ""My Cousin Rachel,"" his first Oscar nomination. ",,
10,,John,Lennon,1940-1980,34 Montagu Square,Marylebone,51.5187,-0.159858,Arts,,Musician,Songwriter,John Lennon (1940-1980) Musician and Songwriter lived here in 1968,http://en.wikipedia.org/wiki/John_lennon,"John Lennon (1940-1980) was an English musician and songwriter, who rose to worldwide fame as a member of the Beatles in the 1960s and then as a solo artist in the 1970s. As well as considerable success as a pop musician, Lennon also made a significant impact on the anti-war campaign during the Vietnam war. Lennon was assassinated by a fan outside his New York apartment in 1980. Lennon lived in his house on Montagu Square in 1968, the same year that the Beatles recorded ""The White Album"", following a visit to Maharishi Mahesh Yogi in India. ",,
11,Sir,Henry,Wood,1869-1944,4 Elsworthy Road,Belsize Park,51.5422,-0.162639,Arts,,Musician,,"Sir Henrry Wood (1869-1944) Musician lived here * best known for his assocaition with the Proms, which were renamed the Henry Wood Promenade concerts after his death",http://en.wikipedia.org/wiki/Sir_Henry_Wood,"Sir Henry Joseph Wood (1869-1944) was an English conductor best known for his association with London's annual series of promenade concerts, known as the Proms. He conducted them for nearly half a century, introducing hundreds of new works to British audiences. After his death, the concerts were officially renamed in his honour as the ""Henry Wood Promenade Concerts,"" although they continued to be generally referred to as ""the Proms.""",,
12,,Ralph,Vaughan Williams,1872-1958,10 Hanover Terrace,Regent's Park,51.5277,-0.162681,Arts,,Composer,,Ralph Vaughan Williams O.M. (1872-1958)Composer lived here from 1953 until his death,http://en.wikipedia.org/wiki/Ralph_Vaughan_Williams,"Ralph Vaughan Williams (1872-1958) was an English composer of symphonies, chamber music, opera, choral music, and film scores. Educated at Cambridge, and later a pupil of the Royal College of Music, Williams made a considerable contribution to English music. Arguably, his career's greatest achievement was the work for ""The English Hymnal,"" a collection of hymns in the English language. Williams also toured the British countryside collecting traditional folk songs. Williams lived in the house on Hanover Terrace after his second marriage to Ursula Wood from 1953 until his death five years later. ",,
13,,David Edward,Hughes,1831-1900,94 Great Portland,Fitzrovia,51.5159,-0.140856,Science & Engineering,,Scientist,Inventor,David Edward Hughes (1831-1900) Scientist and inventor of the microphone lived and worked here,http://en.wikipedia.org/wiki/David_Edward_Hughes,"David Edward Hughes (1831-1900) was a British scientist, inventor and musician. Throughout the nineteenth century Hughes was responsible for some of the most important inventions of the modern age. His printing telegraph system, invented in the USA in 1855, was developed into the international standard Hughes' Telegraph System. Hughes was also responsible for critical work in the transmission of radio signal, discovering in 1879 that a radio signal could be detected from sparks by listening to a telephone receiver connected to his new microphone design. ",,
14,Sir,George,Cayley,1773-1857,20 Hertford Street,Mayfair,51.5055,-0.14917,Science & Engineering,,Scientist,Pioneer,Sir George Cayley (1773-1857) Scientist and pioneer of aviation lived here * Known as the father of aerodynamics,http://en.wikipedia.org/wiki/George_Cayley,"Sir George Cayley (1773-1857) was a prolific English engineer and one of the most important people in the history of aeronautics - he is known as the father of Aerodynamics. Cayley designed the first ever glider to successfully carry a human aloft and discovered and identified the aerodynamic forces of flight: weight, lift, drag and thrust. Modern aeroplane design is based on those principles, as well as his invention, cambered wings. ",,
15,,"Ada, Countess of Lovelace",King,1815-1852,12 St James's Square,St James's,51.5074,-0.13628,Science & Engineering,,Pioneer,Computing,Ada Countess of Lovelace 1815-1852 Pioneer of Computing lived here,http://en.wikipedia.org/wiki/Ada_Lovelace,"Augusta Ada King, Countess of Lovelace (1815 – 1852), born Augusta Ada Byron, was an English writer chiefly known for her work on Charles Babbage's early mechanical general-purpose computer, the analytical engine. Her notes on the engine include what is recognised as the first algorithm intended to be processed by a machine; thanks to this, she is sometimes considered the ""World's First Computer Programmer.""",,
16,,Guglielmo,Marconi,1874-1937,71 Hereford Road,Bayswater,51.5165,-0.19433,Science & Engineering,,Pioneer,Communication,Guglielmo Marconi (1874-1937) The pioneer of wireless communication lived here in 1896-1897,http://en.wikipedia.org/wiki/Guglielmo_Marconi,"Guglielmo Marconi (1874-1937) was an Italian inventor, known as the father of long distance radio transmission and for his development of Marconi's law and a radio telegraph system. Marconi is often credited as the inventor of radio, having built upon previous experimentation and the commercial exploitation of ideas of others. As well as his commercial successes, it was the transmission of radio signal across the Atlantic for which Marconi is known as a true innovator. He lived in this house with his mother in 1896 to seek support for his early work, and it was in London that he met the chief electrical engineer of the Post Office, William Preece. ",,
17,,Eleanor,Rathbone,1872-1946,"Tufton Court, Tufton Street",Westminster,51.4963,-0.128402,Politics,,Pioneer,Family Allowances,Eleanor Rathbone (1872-1946) Pioneer of Family Allowances lived here,http://en.wikipedia.org/wiki/Eleanor_Rathbone,"Eleanor Rathbone (1872-1946) was an independent British Member of Parliament and long-term campaigner for women's rights. Her early life focused on women's political and social rights which was heavily influenced by her research into the lives of the poor in Liverpool. After the First World War, Rathbone continued her campaign for social reform and grew increasingly concerned with international developments, notably the Spanish Civil War and the nature of Nazi Germany. She died in 1946, a year after the Family Allowances Act became law. ",,
18,,William,Smith,1756-1835,16 Queen Anne's Gate,Westminster,51.5006,-0.132459,Politics,,Pioneer,Religious liberty,William Smith (1756-1835) Pioneer of religious liberty lived here,http://en.wikipedia.org/wiki/William_Smith_(abolitionist),"William Smith (1756 – 1835) was a leading independent British politician, sitting as Member of Parliament (MP) for more than one constituency. He was an English Dissenter and was instrumental in bringing political rights to that religious minority. He was a friend and close associate of William Wilberforce and a member of the Clapham Sect of social reformers, and was in the forefront of many of their campaigns for social justice, prison reform and philanthropic endeavour, most notably the abolition of slavery. He was the maternal grandfather of pioneer nurse and statistician Florence Nightingale.",,
19,,Alan,Turing ,1912-1954,2 Warrington Crescent,Maida Vale,51.5242,-0.1842,Science & Engineering,,Pioneer,Computing,Alan Turing (1912-1954) Code-breaker and Pioneer of Computer Science was born here,http://en.wikipedia.org/wiki/Alan_turing,"Alan Mathison Turing (1912 – 1954), was an  English mathematician, logician, cryptanalyst, and computer scientist. He was highly influential in the development of computer science, providing a formalisation of the concepts of ""algorithm"" and ""computation"" with the Turing machine, which played a significant role in the creation of the modern computer. Turing is widely considered to be the father of computer science and artificial intelligence. Turing's work during the Second World War at Bletchley Park was crucial to the breaking of the German Enigma Code. ",,
20,,George Frideric,Handel,1685-1759,25 Brook Street,Mayfair,51.5131,-0.145955,Arts,,Composer,,George Frideric Handel (1685-1759) Composer lived in this house from 1723 and died here,http://en.wikipedia.org/wiki/Handel,"George Frederic Handel (1685-1759) was a German-British Baroque composer, famous for his operas, oratorios, anthems and organ concertos who is regarded as one of the greatest composers of all time. His early career was dominated by Italian opera, but it is his English choral work for which he is perhaps best known. These include ""Messiah"" and ""Zadok the Priest."" Handel moved to this house in 1723 which he rented for the rest of his life. ",,
21,,Jimi,Hendrix,1942-1970,23 Brook Street,Mayfair,51.5131,-0.146084,Arts,,Guitarist,Songwriter,Jimi Hendrix (1942-1970) Guitarist and songwriter lived here 1968-1969,http://en.wikipedia.org/wiki/Jimi_hendrix,"James Marshall ""Jimi"" Hendrix (1942-1970) was an American guitarist and singer-songwriter. He is widely considered to be the greatest electric guitarist in music history, and one of the most influential musicians of his era. Hendrix was a pioneer of performance and music production, popularising the use of the wah-wah pedal in mainstream rock and the technique of guitar amplifier feedback. Hendrix gained an early and enthusiastic following in London, and it was here on Brook Street where he lived for a year with girlfriend Kathy Etchingham in 1969. ",,
22,,Wolfgang Amadeus,Mozart ,1756-1791,20 Frith Street,Soho,51.5135,-0.131484,Arts,,Composer,,"In a house on this site in 1764-5 Wolfgang Amadeus Mozart 1756-1791 lived, played and composed",http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,"Wolfgang Amadeus Mozart (1756-1791) was an Austrian composer, widely recognised as one of the greatest in the history of Western classical music. He composed over 600 works in every musical genre of his time. Mozart showed prodigious talent from an early age, and began composing at the age of five. Mozart travelled to London in 1764-5 where he met Johann Christian Bach, youngest son of J S Bach, who was a key influence. ",,
23,,Henry John,"Temple, Lord Palmerston",1784-1865,94 Piccadilly,Mayfair,51.5058,-0.14485,Politics,,Prime Minister,,In this house formerly a Royal residence lived Lord Palmerston (1784-1865) Prime Minister and Foreign Secretary,http://en.wikipedia.org/wiki/Lord_Palmerston,"Henry John Temple, 3rd Viscount Palmerston (1784-1865) known popularly as Lord Palmerston was a British statesman who served twice as Prime Minister in the mid-19th century. Nicknamed ""the Mongoose"" he was in government office almost continuously from 1807 until his death in 1865, beginning his career as a Tory and concluding it a Liberal. He is best remembered for his direction of British foreign policy when Britain was at the height of its power. He was the most recent British Prime Minister to die in office. ",,
24,,Samuel,Morse,1791-1872,141 Cleveland Street,Fitzrovia,51.5229,-0.141636,Arts,Science & Engineering,Painter,Inventor,"Samuel Morse 1791-1872 American painter, and inventor of the Morse Code lived here 1812-1815 ",http://en.wikipedia.org/wiki/Samuel_Morse,"Samuel Finley Breese Morse (1791-1872) was an American painter and inventor, known for co-inventing Morse code, as well as contributing to the invention of a single-wire telegraph system. In 1825, Morse was heartbroken in the knowledge that for days he was unaware of his wife's failing health, having been notified by horse-messenger, and her lonely death: he moved on from painting to pursue a means of rapid long distance communication.  Witnessing various experiments with  electromagnetism, Morse developed the concept of a single-wire telegraph. In time the Morse code would become the primary language of telegraphy in the world, and is still the standard for rhythmic transmission of data.",,
25,,Edith,Cavell,1865-1915,"London Hospital, Whitechapel Road",Whitechapel,51.519,-0.059922,Science & Engineering,,Pioneer,Medicine,Edith Cavell 1865-1915 Pioneer of Modern Nursing in Belgium and Heroine of the Great War trained and worked here 1896-1901,http://en.wikipedia.org/wiki/Edith_Cavell,"Edith Cavell (1865-1915) was a British nurse and patriot. She is celebrated for saving the lives of soldiers from all sides without distinction and in helping some 200 Allied soldiers escape from German-occupied Belgium during World War One, for which she was subsequently arrested. She was court-martialled, found guilty of treason and sentenced to death by firing squad, despite great international condemnation. It was here at the former London Hospital that Cavell trained as a nurse. ",,
26,,Joseph,Priestley,1733-1804,Ram Place,Hackney,51.5468,-0.050125,Science & Engineering,Politics,Scientist,Philosopher,"Jospeh Priestley 1733-1804 Scientist, Philosopher and Theologian was Minister to the Gravel Pit Meeting here in 1793-1794 * credited with the discovery of oxygen",http://en.wikipedia.org/wiki/Joseph_Priestley,"Joseph Priestley (1733-1804) was an eighteenth century English scientist and theologian. During his lifetime, Priestley's considerable scientific reputation rested on his invention of soda water in 1767, his writings on electricity, and his discovery of several gases, most notably oxygen, first publishing his experiments on ""dephlogisticated air"" in 1774. Priestley's work was heavily influenced on his religious beliefs and it was Priestley who founded the firstly avowedly Unitarian congregation in London in 1774. His beliefs were controversial, however, and he was forced to flee to the United States. ",,
27,,Rudyard,Kipling,1865-1936,43 Villiers Street,Charing Cross,51.5081,-0.123676,Arts,,Poet,Writer,Rudyard Kipling (1865-1936) poet and story writer lived here 1889-1891,http://en.wikipedia.org/wiki/Rudyard_Kipling,"Rudyard Kipling (1865-1936) was an English poet and writer. He is chiefly known for his works of fiction including ""The Jungle Book"" and the ""Just So"" stories, poetry and regarded as a ""major innovator in the art of the story."" Kipling was one of the most popular writers in England in the late nineteenth and early twentieth centuries and was the youngest recipient of the Nobel Prize in Literature in 1907. Kipling travelled widely, and his time spent here in London where he wrote short stories for several magazines. ",,
28,,William,Daniell,1769-1837,135 St Pancras Way,Camden,51.5423,-0.136459,Arts,,Artist,,William Daniell (1769-1837) Artist and engraver of Indian scenes lived and died here ,http://en.wikipedia.org/wiki/William_Daniell,"William Daniell RA (1769–1837) was an English landscape and marine painter, and engraver. He travelled extensively in the Far East, helping to produce one of the finest illustrated volumes of the period - ""Oriental Scenery."" He also travelled around the coastline of Britain to paint watercolours for the equally ambitious book ""A Voyage Round Great Britain."" His work was exhibited at the Royal Academy and the British Institution and he became a Royal Academician in 1822. Daniell excelled in transferring his pictures to prints using the aquatint technique, and published several key works. ",,
29,Captain,Matthew,Flinders R.N. ,1774-1814,56 Fitzroy Street,Fitzrovia,51.5235,-0.139898,Explorer,,Explorer,Navigator,"Captain Matthew Flinders, R.N. 1774-1814) Explorer and Navigator lived here *after circumnavigating Australis encouraged the use of that name for the continent, which had previously been known as New Holland",http://en.wikipedia.org/wiki/Matthew_Flinders,"Captain Matthew Flinders (1774-1814) was one of the most successful navigators and cartographers of his age. Inspired by Daniel Defoe's ""Robinson Crusoe"" Flinders was the first explorer to circumnavigate Australia, and encouraged the use of that name for the continent, which had previously been known as New Holland. Flinders also invented the use of iron bars to be used to compensate for the magnetic deviations caused by iron on board a ship; they are now known as Flinders Bars. ",,
30,,John,Harrison,1693-1776,"Summit House, Red Lion Square",Holborn,51.5188,-0.1186,Science & Engineering,,Inventor,,John Harrison 1693-1776 inventor of the Marine Chronometer lived and died in a house on this site,http://en.wikipedia.org/wiki/John_Harrison,"John Harrison (1693-1776) was a self-educated carpenter and later a clockmaker. He is most famously known for his invention, and life-long work, of the marine chronometer in 1737; a long-sought device in solving the problem of establishing the East-West position (or longitude) of a ship at sea, thus revolutionising and extending the possibility of safe long distance sea travel in the eighteenth century. Harrison spent his last years in Red Lion Square and is burid in the graveyard of St John's Church, Hampstead.",,
31,,Thomas,Earnshaw,1749-1829,119 High Holborn,Holborn,51.5176,-0.12,Science & Engineering,,Inventor,,Site of the business premises of Thomas Earnshaw 1749-1829 noted watch and chronometer maker,http://en.wikipedia.org/wiki/Thomas_Earnshaw,"Thomas Earnshaw (1749-1829) was an English watchmaker who following John Arnold's earlier work, further simplified the process of marine chronometer production, making them available to the general public. He is also known for his improvements to the transit clock at the Royal Greenwich Observatory in London and his invention of a chronometer escapement and a form of bimetallic compensation balance, for this he is known as a pioneer of chronometer development. An Earnshaw chronometer was used aboard HMS Beagle, during Charles Darwin's voyage that inspired his theory of evolution. ",,
32,,John Desmond,Bernal,1901-1971,44 Albert Street,Camden,51.5342,-0.141498,Science & Engineering,,Inventor,Crystallographer,John Desmond Bernal 1901-1971 Crystallographer lived and died here * known for pioneering X-ray crystallography in molecular biology,http://en.wikipedia.org/wiki/John_Desmond_Bernal,"John Desmond Bernal (1901-1971) was a British physicist known for his studies of the atomic structure of solid compounds, during which he made major contributions to X-ray crystallography. At Cambridge University, Bernal initiated a research program of X-ray investigations into the structure of complex biological molecules that resulted in Nobel-level discoveries by his students and co-workers. Bernal also made a significant contribution to the Normandy landings of World War Two, comprehensively mapping the coast line and helping design an artificial harbour called the Mulberry. ",,
33,,Charles,Darwin,1809-1882,"Biological Sciences Building, University College, (site of 110) Gower Street",Bloomsbury,51.5232,-0.133421,Science & Engineering,,Naturalist,Science,Charles Darwin 1809-1882 Naturalist lived in a house on this site 1838-1842,http://en.wikipedia.org/wiki/Charles_Darwin,"Charles Robert Darwin (1809-1882) was an English naturalist who has been described as one of the most influential figures in human history. Darwin established that all species of life have descended over time from common ancestry, and proposed that the scientific theory that this branching pattern of evolution resulted from a process he called natural selection. Darwin lived in a house formerly occupying this site from 1838-1842, a time when he first conceived his theory of natural selection. ",,
34,,August Wilhelm,Hofmann,1818-1892,9 Fitzroy Square,Fitzrovia,51.5234,-0.140026,Science & Engineering,,Chemistry,,A.W. HOFMANN 1818-1892 Professor of Chemistry lived here ,http://en.wikipedia.org/wiki/August_Wilhelm_von_Hofmann,"August Wilhelm von Hofmann (1818-1892) was a German chemist. In 1845 a school of practical chemistry was started in London, under the style of the Royal College of Chemistry, Hofmann, largely through the influence of Prince Albert, was appointed its first director. It was known as the Royal College of Chemistry and eventually became part of Imperial College London. As well as his considerable contribution to chemistry, Hofmann was also the first to introduce molecular models into public lecturers in around 1860 and his colour scheme is still in use today: carbon = black, hydrogen = white, nitrogen = blue, oxygen = red, chlorine = green, and sulphur = yellow. ",,
35,,Augustus,Siebe,1788-1872,5 Denmark Street,St Giles,51.5153,-0.129434,Science & Engineering,,Pioneer,inventor,AUGUSTUS SIEBE 1788-1872 Pioneer of the Diving Helmet lived and worked here,http://en.wikipedia.org/wiki/Augustus_Siebe,"Augustus Siebe (1788-1872) was a German-born British engineer chiefly known for his contributions to diving equipment. Siebe moved to London in 1816 where he became a watchmaker, then gun maker, then instrument maker and settled at 5 Denmark Street where he became an engineer in 1826. Siebe began designing and building diving equipment in 1830 when he was approached by the Deane brothers, producing a helmet fitted to a full length watertight canvas diving suit. This design became standard diving dress which revolutionised underwater civil engineering, underwater salvage, commercial diving and naval diving. ",,
36,,Ebenezer,Howard,1850-1928,50 Durley Road,Stamford Hill,51.5731,-0.079333,Science & Engineering,,Pioneer,,Ebenezer Howard 1850-1928 Pioneer of the Garden City Movement,http://en.wikipedia.org/wiki/Ebenezer_Howard,"Sir Ebenezer Howard (1850-1928) is known for his publication ""Garden Cities of Tomorrow"" (1898), the description of a utopian city in which people live harmoniously together with nature. Howard's vision was of a city of 32,000 people on a site of 6000 hectares planned on a concentric pattern with open spaces, public parks and six radial boulevards extending from the centre. The publication resulted in the founding of the garden city movement, that realised several garden cities in Great Britain following the passing of the New Towns Act in 1946. The movement was also of great influence in America. ",,
37,,Frances Mary,Buss,1827-1894,"Camden School for Girls, Sandall Road",Kentish Town,51.5462,-0.134283,Politics,,Pioneer,Education,Frances Mary Buss 1827-1898 Pioneer of Education of Women was Headmistress here 1879-1894,http://en.wikipedia.org/wiki/Frances_Mary_Buss,"Frances Mary Buss (1827-1894) was a headmistress and an English pioneer of women's education. Buss was at the forefront of campaigns for the endowment of girls' schools, and for girls to be allowed to sit public examinations and to enter universities, as well as women's right to vote. The daughter of Robert William Buss and Frances Fleetwood, Buss attended a local free school where she began teaching at the age of fourteen. After training at Queen's College, Buss established the North London Collegiate School for Girls in 1850, which soon developed an excellent reputation for its teaching, and Camden School for Girls in 1871, where she was headmistress until her death in 1894. ",,
38,,George,Orwell,1903-1950,50 Lawford Road,Kentish Town,51.5463,-0.135934,Arts,Politics,Novelist,Politicial Essayist,George Orwell (1903-1950) Novelist and political essayist lived here,http://en.wikipedia.org/wiki/George_Orwell,"Eric Arthur Blair (1903-1950) better known by his pen name George Orwell, was an English novelist and journalist. Considered perhaps the 20th century's best chronicler of English culture, Orwell wrote literary criticism, poetry, fiction and polemical journalism. He is best known for the dystopian novel Nineteen Eighty-Four (1949) and the allegorical novella Animal Farm (1945), which together have sold more copies than any two books by any other 20th-century author. Orwell's influence on popular and political culture endures, and several of his neologisms, along with the term Orwellian — a byword for totalitarian or manipulative social practices — have entered the vernacular.",,
39,,Ford Madox,Brown,1821-1893,56 Fortess Road,Kentish Town,51.5536,-0.14049,Arts,,Painter,,FORD MADOX BROWN 1821-1893 Painter lived here,http://en.wikipedia.org/wiki/Ford_Maddox_Brown,"Ford Madox Brown (1821-1893) was an English painter of moral and historical subjects, notable for his distinctly graphic version of the Pre-Raphaelite style. Brown's early work was greatly admired by the young Dante Gabriel Rossetti who asked Brown to tutor him. Although not a member of the Pre-Raphaelite Brotherhood, Brown remained closely linked to them. Brown's most famous painting is arguably ""Work"" which attempts to depict the totality of the mid-Victorian social experience in a single image. ",,
40,,Thomas Hosmer,Shepherd,1793-1864,26 Batchelor Street,Islington,51.5353,-0.108542,Arts,,Artist,London,Thomas Hosmer Shepherd 1793-1864 Artist who portrayed London lived here,http://en.wikipedia.org/wiki/Thomas_Hosmer_Shepherd,"Thomas Hosmer Shepherd (1792 – 1864) was a watercolour artist well known for his architectural works. Brother of topographical artist George ""Sidney"" Shepherd, Thomas was employed to illustrate architecture in London, and later Edinburgh, Bath and Bristol. His paintings were the basis for steel engravings in many books.
Shepherd's work, mostly topographical, is characterized by an attention to detail, along with life-like scenes that contained people, carriages and horses. He worked mostly for Frederick Crace, who employed him to paint old London buildings prior to their demolition, with much of the work surviving in the Crace collection at the British Museum",,
